MAINTAIN,CLASS,the_geom,EQUIP,LENGTH,PLAN_AREA_,STREET,FROM_,TO_,COMMUNITY,SD,JOIN_ID,PIW_PROJEC,PLANNING_A,PHASE,SOURCE_RAT,STATUS,PROJECT_NA,CITY,ZIP_CODE,BMP_SEGMEN,INPROJECTY,PROJECT_CL,INTERIM_CL,COG,REGIONAL_B,UPDATED_UN,ATSPROJECT,ACOE,PRIORITY,RMD_CONTAC,RMD_CONT_1,RMD_CONT_2,RMD_CONT_3,OSD_CONTAC,OSD_CONT_1,SWMD_CONTA,SWMD_CON_1,SWMD_CON_2,BL_WIDTH,BL_BUFFERE,N_BUFFER,S_BUFFER,W_BUFFER,E_BUFFER,PARKING,N_PARKING,S_PARKING,W_PARKING,E_PARKING,PARKING_CO,BL_COMMENT,SHAPE_LEN
,3,"MULTILINESTRING ((-118.23151443979161 34.219047454244034, -118.23078363312378 34.21973135096248, -118.2307373821454 34.22154848830449, -118.2307136143452 34.222529526121875, -118.23071163508229 34.22301075951309, -118.23072177376781 34.223083559784605, -118.23070586968198 34.22391239950318, -118.23071336446148 34.22398798961246, -118.23071948195528 34.224049788310396, -118.2307098944362 34.224422254327166, -118.23070005590338 34.22480444633951, -118.23070175540487 34.22541164643934, -118.23069553076677 34.226156066042755, -118.23069741220802 34.22626927879601, -118.2306975161734 34.226274914620305, -118.2306905863835 34.22668367581455, -118.23069025900901 34.22670255233558, -118.23068847752097 34.2270150030174, -118.23068264298716 34.228045935409725, -118.23068242315306 34.228074790725174, -118.23068041635081 34.228565974602255, -118.2306803185903 34.22859381634301, -118.23067836367056 34.22866730804423, -118.23067518033012 34.22897440507566, -118.23067198887952 34.22960918099834, -118.23067106024327 34.22987055039166, -118.23066423379663 34.23039508175735, -118.2306620351567 34.23079352743668, -118.23065624901056 34.231698966147405, -118.23065832232444 34.23185214464311, -118.23066700066852 34.23259303485836, -118.23064560089874 34.23322816071818, -118.23064305662069 34.2335053655584, -118.23063928923878 34.23393817169433, -118.2306356436506 34.23441253859846, -118.23063297541677 34.234645407197604, -118.23063213160991 34.23476358113312, -118.23062818929768 34.23531418698717, -118.2306260018804 34.235715026424984, -118.23062454524585 34.23578407513345, -118.23062213865546 34.23611828615774, -118.23062407970734 34.23622306282282, -118.23062615749168 34.23637453861171, -118.23062857324896 34.23664758797393, -118.23063671138057 34.237198191194274, -118.23064283326735 34.23761653121248))",0,1.29591605,6,Briggs Avenue,Shields Street,Foothill Blvd,La Crescenta-Montrose,5,SFV06_0,,San Fernando Valley,1,,unfunded,,,,,,,0,San Gabriel Valley,,30000,2093,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,6842.43675909
,2,"MULTILINESTRING ((-118.1654440840224 34.60540842608053, -118.16544051932699 34.606955108051, -118.16544103785263 34.607210634407835, -118.1654463852396 34.60906026682278, -118.16545165183861 34.610885130087304, -118.16545239507273 34.61125986835612, -118.16545862797409 34.61270795990952, -118.16546121008749 34.61317438930219, -118.16546203942742 34.61442774715241, -118.16546346829156 34.61514148468148, -118.16547255590983 34.61636181986873, -118.16547718949774 34.617022685664175, -118.16551640307502 34.62003181086972, -118.16553017542266 34.621095185287345, -118.16557197718149 34.62289529954539, -118.16558193274095 34.62371480622837, -118.16556564127913 34.62389445892593, -118.16552408875255 34.624717840660836, -118.16551523074745 34.62496752775455, -118.16549419679748 34.62556007830898, -118.16541440644076 34.627231200589456, -118.16540315856575 34.627418412089554, -118.1653919345949 34.62762863609058, -118.16537441623854 34.62801059241988, -118.16534700252666 34.628430026241325, -118.16523600276352 34.63112369870806, -118.16523564276763 34.631131968860416, -118.1652312246851 34.63123362261146, -118.16525832511854 34.632382309024585, -118.1653147448468 34.634775066663956, -118.16531481040396 34.634809076364355, -118.1653952636654 34.638491355860104, -118.16547560771976 34.642104962725355, -118.16554603370378 34.645748771489565))",0,2.78109663,26,20th Street West,Avenue O-12,West Avenue M,Quartz Hill / Desert,5,AV26_0,,Antelope Valley,2,,unfunded,,,,,,,0,North Los Angeles,,400000,2094,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,14684.1901927
,3,"MULTILINESTRING ((-118.07627778893719 34.58745404063348, -118.07627779662164 34.58746318321353, -118.07629172498487 34.58813982594716, -118.07629808621351 34.589637032144886, -118.07630065011847 34.58970982274009, -118.07630150371156 34.58973320600499, -118.07630694270337 34.59024155871186, -118.07632270188864 34.59112874806667, -118.07632322737129 34.59116080911908, -118.07632323705445 34.59116137899474, -118.07632446943603 34.59123660435543, -118.07633151084248 34.59167039702937, -118.076364292586 34.59480770739609, -118.07640067597245 34.59822147317968, -118.07639899228099 34.60002130878336, -118.0763961053769 34.60048842314875, -118.07639713743089 34.60160128075291, -118.07640430667102 34.60218656501194))",0,1.01548692,29,30th Street East,E. Avenue Q,E Avenue P,Desert View Highlands,5,AV29_0,,Antelope Valley,2,,unfunded,,,,,,,0,North Los Angeles,,400000,2095,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,5361.77093984
,3,"MULTILINESTRING ((-118.33083386636135 33.89466837464121, -118.33083305559553 33.89446401471777, -118.33082561536366 33.89424592690992, -118.33078027974291 33.89403582714856, -118.3307202244623 33.89384397447754, -118.33071355024701 33.893826153764884, -118.33063700863622 33.893627134695265, -118.33058841475179 33.89342462601136, -118.33057569641446 33.893121364268865, -118.33057696991672 33.89302861987879, -118.33056823343317 33.89248765596802, -118.33058048135234 33.89224856409047, -118.33057893921128 33.891437962685735, -118.3305774425198 33.89063763843918, -118.33057654156919 33.88916377636898, -118.33057035467857 33.88801107264627, -118.33056806360553 33.88743025392646))",0,0.50062522,10,S. Lemoli Avenue,Marine Avenue,Manhattan Beach Boulevard,Alondra Park,2,SB10_0,,South Bay,1,,unfunded,,,,,,,0,South Bay Cities,,30000,2096,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,2643.30118509
,2,"MULTILINESTRING ((-117.86248396957893 34.616507252751035, -117.86114452403332 34.61651123167416, -117.85795209325757 34.616507539744646, -117.85778424925019 34.61650736334601, -117.8560776152831 34.61646379115, -117.85432106667308 34.616447960281704, -117.85353332395631 34.616448375059264, -117.84901971865754 34.61645522289476, -117.84706375407978 34.61645037580791, -117.84557470797756 34.6164508862295, -117.84555645092043 34.61645087178004, -117.8446695413225 34.616449741350536, -117.8434176445707 34.61644815242842, -117.84304870059754 34.616447652247665, -117.84029665990158 34.6164533445124, -117.83888576548178 34.616456289769225, -117.83734686747468 34.61645426700868, -117.83637635255104 34.61645294672718, -117.83594096200551 34.61645237632701, -117.83577437674234 34.61645300217263))",0,1.52204376,12,Avenue O,150th Street East,165th Street East,Lake Los Angeles,5,AV12_1,*RDC0015856,Antelope Valley,0,,unfunded,RDC0015856 East Avenue O Bike Lane,,,,,,0,North Los Angeles,,,2097,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,8036.39105096
,3,"MULTILINESTRING ((-118.13189044057764 34.17693408629247, -118.1338210163324 34.1778153958137, -118.13448939336183 34.178120010070685, -118.13512134226468 34.17840887852952, -118.13680876345063 34.17915749299137, -118.13685530141821 34.179178099890834, -118.1371297109173 34.179299680653386, -118.13812895436426 34.17975192730123, -118.14030286788727 34.18073523128022))",0,0.54850846,13,Woodbury Rd,Santa Rosa Avenue,Lake Avenue,Altadena,5,WSG13_1,,West San Gabriel Valley,2,,unfunded,,,,,,,0,San Gabriel Valley,,30000,2098,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,2896.12469283
,2,"MULTILINESTRING ((-118.14625631792872 34.180928096136114, -118.14625826649267 34.181082316703595, -118.14626870910419 34.181385258423475, -118.14626737783666 34.18157760179902, -118.14625934046056 34.18170093135392, -118.14623486516268 34.18189157846313, -118.14619557744923 34.18211010071456, -118.14615784205778 34.182272606496184, -118.1461036078798 34.182460212222615, -118.14606742659923 34.18256535602995, -118.14602628213346 34.182669154504204, -118.14598508284972 34.1827584947224, -118.14591917704698 34.182884289044146, -118.14578731159965 34.1831073765034, -118.14575929533794 34.18315378034604, -118.14558619980461 34.18343940988234, -118.14534383872075 34.18381513081276, -118.14530925238716 34.18389039612904, -118.14493698175116 34.18468052853025, -118.14447743893224 34.18567855999349, -118.1436439677497 34.187469440781065, -118.14280223149714 34.189280935587185, -118.1424332549363 34.190102999019565, -118.14192914407386 34.191159114500984, -118.14126030403553 34.19259944134343, -118.14124708895935 34.19261972998986))",0,0.86034661,37,Marengo Avenue,Altadena Drive,Montana Street,Altadena,5,WSG37_1,,West San Gabriel Valley,2,Public Workshop - Round One / Connects to proposed facilities,unfunded,,,,,,,0,San Gabriel Valley,,125000,2099,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,4542.63009071
LA County,1,"MULTILINESTRING ((-118.06334028749373 34.01208641811817, -118.0634605618946 34.01196506551665, -118.06350527176123 34.01192492005855, -118.06385263017746 34.01162572827737, -118.06414723572378 34.01134948679219, -118.06452779907998 34.01097480627089, -118.06476927224149 34.01074387176211, -118.06511821742599 34.01039895954409, -118.06539187361015 34.01012402694694, -118.06557892190877 34.00994729138685, -118.06589136343702 34.00961230984294, -118.06611073725794 34.00937477504424, -118.06630098061962 34.00915017454282, -118.0667616515332 34.00856336381935, -118.06697916146425 34.008270413318385, -118.06721644060788 34.00790859546032, -118.06735483950057 34.007689719334046, -118.06750477490844 34.007444733510376, -118.0676431630123 34.007210058041466, -118.06774003162121 34.007019050725084, -118.06790265880262 34.00670370901419, -118.0679392812144 34.0065966940627, -118.067941706354 34.0065915403736))",769466,0.46496216,0,San Gabriel River Bike Path,,,,1,xG117_22,,,0,,existing,,,,,,,0,,,,2027,,,Stuart Lillich,Samia Hourany,Edward Lee,Joe Gaydosh,,,,,,0,,0,0,0,0,,0,0,0,0,,,2455.00018716
LA County,3,"MULTILINESTRING ((-118.24968114568354 33.91973518090519, -118.24868081466285 33.91974445985814, -118.24756014245706 33.91974642867623, -118.24719760879702 33.91975233645521, -118.24709873700772 33.919756302835374, -118.24680718903633 33.91980567905783, -118.24672646139142 33.919817866712016, -118.24661278803511 33.91983080988104, -118.24648096713406 33.919837260798865, -118.24620079659738 33.91983748709098, -118.24289155016837 33.919844544550614, -118.23907142119988 33.91985252758523, -118.23803645490918 33.919852518339084, -118.23660101286038 33.919852590405114, -118.23638017372703 33.91985267160735, -118.2355297871394 33.919852626710856, -118.23431518351731 33.91985258958925, -118.23359828657001 33.919852604301745, -118.23331314538432 33.91985247405455, -118.2332917536399 33.919852525353086, -118.23303959035634 33.919851617411496, -118.22803444105377 33.91983201069178, -118.22409046402235 33.91979922009102))",0,1.47097552,26,124th Street,Slater Avenue,Alameda Street,Willowbrook,2,M26_0,*RDC0013372,Metro,1,County Provided - Metro BTSP / Connects to proposed facility,existing,"RDC0013372 124th St, Et Al.",,,,Y,,0,Gateway Cities,,30000,2100,,yes,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,7766.75074346
,2,"MULTILINESTRING ((-117.85817076062186 33.975492691300275, -117.85777374705906 33.97561096731942, -117.85738337796641 33.97572866368294, -117.8571669741084 33.975798090420994, -117.85702832644391 33.97584548928449, -117.85701454096065 33.97585020221834, -117.85687855077326 33.97589935393614, -117.8567446953188 33.975951239195254, -117.85658735586843 33.976017602365125, -117.8565400363824 33.97603756800875, -117.85645421055786 33.97607730577793, -117.8563122735836 33.97614857817814, -117.856214890239 33.976202058619585, -117.85611253882338 33.97626237057176, -117.85605140595415 33.976300211646354, -117.85593413951109 33.97638002875253, -117.8558121439334 33.976473661964356, -117.85568882478421 33.976583100632666, -117.85561597877933 33.9766561720823, -117.85557716596291 33.97669927119287, -117.85548995982039 33.976799333965324, -117.85544319782338 33.97685695920228, -117.85538077900898 33.97693954408395, -117.85530309910784 33.977048333146165, -117.8552022164576 33.97720964131772, -117.85514596564632 33.977311580023695, -117.85510476141995 33.97739357722339, -117.85510128719719 33.977400491562086, -117.85505160272609 33.97751687241082, -117.8550051964784 33.97764494050737, -117.8550011837584 33.97766028192515, -117.8550009439228 33.97766023851643), (-117.88276399971987 33.976095999900934, -117.88271200021947 33.9760940001997, -117.88256499998683 33.97608200023891, -117.8823849997981 33.976062999896065, -117.88181099975066 33.97598700026263, -117.88065699991753 33.97571400009426, -117.87933800024551 33.97539100000589, -117.87888899985205 33.9752810001929, -117.87711100002196 33.974839999722704, -117.87586299994305 33.974544999901234, -117.87579200022958 33.974528000288274, -117.87532199973019 33.97441199979879, -117.87524399976212 33.97438700018814, -117.87499699978379 33.974307000176296, -117.87492199972901 33.974282999898534, -117.8740140002319 33.97395000000095, -117.873080999677 33.97364699980929, -117.86998399975053 33.972639999898554, -117.8697219997586 33.972556999938064, -117.8696160000303 33.972520999861906, -117.86951099978067 33.97248099989175, -117.86915499992605 33.97233499993882, -117.86891099974748 33.97222499983927, -117.86889299984908 33.97221700007663, -117.86880800007543 33.97217499980931, -117.86867099966254 33.972100999931726, -117.86853199971672 33.9720240002635, -117.86810899973166 33.97176200001696, -117.86795699995011 33.97167600009805, -117.86794900024516 33.97167199978396, -117.867812000006 33.97156300024933, -117.86773399983015 33.971511999958274, -117.86756100005384 33.97143399984002, -117.86738099993835 33.971362000093855, -117.86728899986814 33.9713289997467, -117.86719700000738 33.97129900028218, -117.86710300007923 33.97127200007968, -117.86705299980046 33.971260000034576, -117.86700900015363 33.971249000102844, -117.86691299994942 33.97122999989322, -117.8668159997788 33.97121400003859, -117.86671800033223 33.97120099995461, -117.86651999989736 33.971181999750236, -117.86642000029082 33.9711760002108, -117.86632200026743 33.97116999989053, -117.86616500007354 33.9711639999005, -117.86612499982857 33.97116299987719, -117.86592499970496 33.971162999790906, -117.86582500002427 33.97116800014329, -117.86572600034708 33.97117700007659, -117.86562900009304 33.971190000123755, -117.8655329998936 33.97121000012842, -117.8654389997842 33.97123400025575, -117.86534600010955 33.97126299990648, -117.86525399966447 33.97129599973531, -117.86516400018245 33.97133199976965, -117.86507599977041 33.971370000082764, -117.86498900017412 33.9714110000737, -117.8648409997798 33.9714880002164, -117.86473600024645 33.9715419999147, -117.86456800010814 33.97163500005588, -117.86448700025005 33.97168499995614, -117.86441100033605 33.97173799996458, -117.86433800030612 33.97179300024355, -117.86427200006376 33.97185299984144, -117.86421199991274 33.97191600011721, -117.86415800033828 33.971982999844165, -117.86410699996206 33.97205199987035, -117.86406199969815 33.972124000013935, -117.86397099998804 33.972272000007536, -117.86391800014283 33.97237300009656, -117.86378700001812 33.97261400010613, -117.8635739998594 33.972949000271925, -117.86327900028613 33.973395000131895, -117.86305200020988 33.973768000076085, -117.86290900026138 33.97398899977373, -117.8628239997794 33.97410700028859, -117.86274400025509 33.97420899998982, -117.86264600020284 33.974317000283726, -117.86252099977735 33.97443800028331, -117.86244999975186 33.97449399989485, -117.86236599988679 33.97455400008629, -117.86235099972399 33.974563999748405, -117.86224499998875 33.97462999996988, -117.8621190000256 33.974698999757436, -117.86195899999622 33.9747770000892, -117.86180999999483 33.97484199974219, -117.8616739999052 33.974899000114064, -117.86149399989026 33.97496800026051, -117.86141899983653 33.97499500022027, -117.86134199970378 33.97501799986548, -117.86127899965363 33.975033999737725, -117.86116800005856 33.97505799972913, -117.86103799985182 33.97507900009026, -117.86072500032051 33.97512300026717, -117.86059500033552 33.97514500008101, -117.86045000001114 33.97514999992141, -117.85986899967504 33.975154999769515, -117.8597540001077 33.97515899988792, -117.85955799969989 33.97517100005287, -117.85941299968377 33.97518700020214, -117.85926699983932 33.97520899975299, -117.85910599981067 33.97523900027634, -117.8589159997471 33.97528200013978, -117.85874099985182 33.97532599971584, -117.85849000032401 33.97539700008688, -117.85820499975097 33.97548199978407))",0,1.85809695,16,Pathfinder Road,ALexdale Lane,Canyon Ridge Road,Rowland Heights,4,ESG16_0,,East San Gabriel Valley,1,,unfunded,,,,,,,0,San Gabriel Valley,yes,165000,2020,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,9810.751895
,3,"MULTILINESTRING ((-117.86983880515507 34.113930351498226, -117.87139484656014 34.11393648274546, -117.87259904683992 34.113928501237, -117.87353897393999 34.113922268058424, -117.87499721155395 34.113918300706125, -117.87518260617904 34.113917783167246, -117.87533290763474 34.11391726818914, -117.87714831078856 34.1139235815599, -117.87768017982397 34.113927910453725, -117.87883152365235 34.11393764844078, -117.8804106239213 34.11400515831919, -117.88142810103027 34.11404568343377, -117.8814693933656 34.11404744294513, -117.88438986554954 34.11405541277345))",0,0.83437621,9,W Gladstone Street,Blender Street,Big Dalton Wash,,5,ESG09_0,,East San Gabriel Valley,1,,unfunded,,,,,,,0,San Gabriel Valley,,30000,2023,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,4405.50640676
,2,"MULTILINESTRING ((-118.22376180222483 33.846662469687786, -118.22373843243007 33.84716039365423, -118.22370482966308 33.847256062563716, -118.22356256324528 33.847414185141545, -118.22334457351914 33.84756425165712, -118.22308592145468 33.84770516131238, -118.2230292849679 33.84774150335078, -118.22285799739457 33.847850288868635, -118.2228140877694 33.847900568839954, -118.22278416574366 33.84794087559566, -118.22276319640962 33.84799025072152, -118.22275246048532 33.84805891189304, -118.22274136503935 33.84869430429096, -118.22274005924375 33.848817956421136, -118.22273533371168 33.8489048742441, -118.22271923846539 33.84903749938671, -118.2227094852066 33.84909177820117, -118.22269486050241 33.84915911392114, -118.22266709142066 33.84925295082553, -118.22263278341578 33.849344707319645, -118.22261475781747 33.84938322238198, -118.22256557272064 33.849470210696666, -118.22251968740825 33.84954378838095, -118.22246228083297 33.84962737777903, -118.22240977004981 33.84969683920103, -118.22237200913567 33.849741583636224, -118.22231123363348 33.84980660142214, -118.22216342593373 33.84995457957482, -118.2219876806065 33.850119072158634, -118.22187271250442 33.85023607700787, -118.22170525548222 33.85042287321952, -118.22166751174402 33.850468304412296, -118.22161827995956 33.850539822814156, -118.2215724211117 33.85062818270665, -118.22150690848926 33.85076879771843, -118.22146104258442 33.850857486228165, -118.22140867692697 33.850973000946574, -118.22137432518267 33.85106511437357, -118.22133511296003 33.85118437964663, -118.22125187997894 33.851463776432546, -118.22108018344841 33.85192296564887, -118.22099350061768 33.85214501889345, -118.22094443553009 33.852279077163715, -118.22089867496254 33.8524082964108, -118.22086102617621 33.85249903881969, -118.22082503081403 33.85257639755785, -118.2207922507451 33.85263965653457, -118.22075617612488 33.852701545193, -118.22070695588268 33.8527724041767, -118.22065769810247 33.85282743522372, -118.22040970072244 33.85306728667353, -118.22035059212568 33.85313265996537, -118.22030460531552 33.85319010543877, -118.22026361050675 33.853249608619, -118.22024064905354 33.85328639648792, -118.22021444671543 33.85333692693861, -118.22018335825041 33.853415655198575, -118.22016050683675 33.85349572027197, -118.22015078423176 33.85355000001106, -118.22013789586995 33.85365995240632, -118.22013324782705 33.853769540122784, -118.22013265464369 33.854182399194784, -118.22012629710657 33.85426415310645, -118.22010838683771 33.854345587826295, -118.2200855151084 33.854411914518316, -118.22005113225856 33.854489271258124, -118.22001837686653 33.85455285980031, -118.21998884528409 33.85460204732797, -118.21997244266298 33.854625419233955, -118.21993304833505 33.85466945034402, -118.21983610007008 33.85475654049859, -118.21961763832512 33.85496715172594, -118.21929892652919 33.85524902914281))",0,0.67216756,28,S. Rancho Way,Laurel Park Road,Del Amo Blvd,,2,G28_0,,Gateway,2,,unfunded,,,,,,,0,Gateway Cities,,165000,1825,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,3549.04471444
,2,"MULTILINESTRING ((-118.34382794812025 33.88740619534269, -118.34374599486178 33.88740617388164, -118.34063363589568 33.88740531646137, -118.34052491198742 33.8874052898023, -118.33923002441806 33.887404808214654, -118.33661065353348 33.887404246078255, -118.3351625956584 33.88740383265231, -118.33496042013739 33.88740170492579, -118.33477378084099 33.88739974056843, -118.33452833631125 33.88740250700255, -118.33362064336461 33.887412571955906, -118.33341966317079 33.88740969771454, -118.33334077754542 33.88740870213767, -118.33235866849499 33.887396476687314, -118.33231913259621 33.88739487778853, -118.33194019873928 33.887392487536324, -118.33164369528528 33.88739328746359, -118.33121540664577 33.88740341093882, -118.33056806360553 33.88743025392646, -118.32917769501857 33.887437484481865, -118.32902613518264 33.88743618283589, -118.32837701453074 33.88742559100893, -118.32793548148837 33.88741855369733, -118.32716937968688 33.88740587110047, -118.3265268648007 33.88740382883496))",0,0.99461217,4,Manhattan Beach Boulevard,Prairie,Crenshaw,El Camino Village,2,SB04_0,,South Bay,1,,unfunded,,,,,,,0,South Bay Cities,yes,165000,1827,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,5251.55225026
LA County,2,"MULTILINESTRING ((-117.95957845759654 33.98284590973438, -117.95833240121765 33.98356515163593, -117.95791385462309 33.9838067427435, -117.95645709662115 33.98463813896123, -117.95575592076003 33.985048687575365, -117.95555134376596 33.98516436352427, -117.95525933328635 33.985319852989186, -117.95500526599135 33.98544822262491, -117.95401375844442 33.98592562915054, -117.95309982801587 33.9862787209401, -117.9524696443959 33.98651822431893, -117.95215290263047 33.98663522606424, -117.95085293663206 33.98710630199938, -117.95019800593714 33.98733719839283, -117.94989775136118 33.98745076595881, -117.94967668321992 33.9875427269125, -117.94940116318125 33.987666950825194, -117.94914378580872 33.9877904976569, -117.94902829274807 33.9878495275101, -117.9488204083831 33.987955916857295, -117.94852837132557 33.98811276583765, -117.94837822470784 33.988197540705265, -117.94820332882048 33.98830050977597, -117.94803007702096 33.98840588530976, -117.94739151507956 33.98880267211341, -117.94663083963071 33.989284929964356, -117.9460104142549 33.98967175667146, -117.94536689071043 33.990057883314044, -117.94532399137479 33.99008259466145))",0,0.96208449,0,Colima Rd,Stimson Ave,Halliburton Rd,,4,xESV103_2,,,0,,existing,,,,,,,0,,,,1937,,,,,,,,,,,,5,No,0,0,0,0,No,0,0,0,0,NSAT,"The bike lane width varies along Colima Rd; areas that have 8' bike lanes can be re-striped to include a minimum 3' buffer, however, the areas that have 8' bike lanes also have driveways adjacent to the roadway",5079.806132
LA County,2,"MULTILINESTRING ((-118.65685243738002 34.195012816242915, -118.65672595172558 34.1959601627141, -118.6566259688656 34.196703333508204))",0,0.11723669,0,Valley Circle Blvd,Vanowen,600' N/o Vanowen,San Fernando Valley,3,xSFV101_0,,San Fernando Valley,0,,existing,,,91302,,,,0,,,,1938,,,,,,,,,,,,6,No,0,0,0,0,Yes,0,0,8,8,Y (both sides) (8'),,619.009739239
LA County,3,"MULTILINESTRING ((-117.95607337531747 34.00870265825061, -117.9570690336372 34.0070704483664, -117.95825287596766 34.00512984682541, -117.95833240217527 34.00500014380724, -117.95835688971951 34.00496020456738, -117.95872672443801 34.00435271065643))",0,0.33628442,0,Stimson Avenue,Gale Ave,Garo Street,,4,xESV109_3,,,0,,existing,,,,,,,0,,,,1939,,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,,,1775.58172751
LA County,1,"MULTILINESTRING ((-118.08175455512921 33.97679139053314, -118.08217963426988 33.97619948123571, -118.08238099526551 33.975919089377776, -118.08243267481491 33.975848557347895))",769197,0.07575764,0,San Gabriel River Bike Path,,,,1,xG117_17,,,0,,existing,,,,,,,0,,,,2028,,,Eric Banuelos,An Dang,Shailesh Patel,Niall Moynihan,,,,,,0,,0,0,0,0,,0,0,0,0,,,400.000342171
